,Name,gini
0,BACHELORPEPE,0.107
1,BADASSPEPE,0.588
2,BADHAIRDAY,0.772
3,BADWISHES,0.628
4,BANEPEPE,0.8
5,BAPEPE,0.062
6,BARBARIANPEP,0.457
7,BARBARICPEPE,0.662
8,BARRYPEPE,0.135
9,BATMANNPEPE,0.633
10,BATMANPEPE,0.23
11,BATTLEPEPE,0.821
12,BBAEPEPE,0.714
13,BBOYPEPE,0.608
14,BEACHPEPE,0.655
15,BEATPEPE,0.828
16,BEETLEPEPE,0.43
17,BEHAPPYPEPE,0.438
18,BENDERPEPE,0.421
19,BETTYPEPE,0.66
20,BIGVERNPEPE,0.56
21,BILLNTEDPEPE,0.804
22,BINARYPEPE,0.0
23,BITCOINPEPE,0.349
24,BLAINEPEPE,0.193
25,BLINGBLING,0.607
26,BLKCHNJESUS,0.835
27,BLOCKPEPE,0.88
28,BLOWPEPE,0.867
29,BODYBACKPEPE,0.494
30,BOFPEPE,0.536
31,BOMINABLPEPE,0.0
32,BONDPEPE,0.54
33,BOWLPEPE,0.367
34,BOYSCLUBPEPE,0.166
35,BREATHEDPEPE,0.358
36,BREITBARTPEP,0.751
37,BRIGHTONPEPE,0.841
38,BTCPEPE,0.41
39,BTTLFTHESUBS,0.878
40,BULLYPEPE,0.829
41,BUPEPE,0.839
42,CALLHOTPEPE,0.899
43,CANNEDPEPE,0.326
44,CANNONPEPE,0.423
45,CANTDRAWPEPE,0.464
46,CARLOSPEPE,0.865
47,CARTOONPEPE,0.539
48,CERSEIPEPE,0.623
49,CHEECHPEPE,0.33
50,CHERPEPEFOIL,0.566
51,CHERRYONTOP,0.599
52,CHIKUNPEPE,0.399
53,CHOCOPEPE,0.805
54,CHONGPEPE,0.376
55,CHUWAPEPE,0.708
56,CHYNAPEPE,0.228
57,CICACOINPEPE,0.607
58,CIRCLEOFPEPE,0.497
59,CLCKWRKGREEN,0.656
60,CLUBSPEPE,0.528
61,CNPEPE,0.883
62,CNTRFLDPEPE,0.822
63,COBAINPEPE,0.265
64,COINEATER,0.929
65,COLDPEPE,0.192
66,CONFUSEDPEPE,0.921
67,CONSPIRATARD,0.829
68,CPTMRICAPEPE,0.36
69,CREMAPEPE,0.369
70,CREWLOVEPEPE,0.658
71,CRIMINALPEPE,0.439
72,CROPPEPE,0.745
73,CRYPTOPEPES,0.598
74,CUBANPEPE,0.761
75,CUBEPEPE,0.548
76,CULTOFKEK,0.451
77,CYBERPEP,0.653
78,DALIPEPE,0.791
79,DANKPEPE,0.563
80,DANKVADER,0.758
81,DANNIBOIPEPE,0.83
82,DANPEPERIAN,0.258
83,DAOPEPEHACK,0.88
84,DAPPERPEPE,0.301
85,DARKPILLPEPE,0.068
86,DASHPEPE,0.082
87,DATPEPE,0.52
88,DAWNOTHEPEPE,0.482
89,DDDPEPE,0.848
90,DEEPWEBPEPE,0.873
91,DEGENERPEPE,0.59
92,DELUXEPEPEHD,0.425
93,DEUSEXPEPE,0.343
94,DEXTERPEPE,0.102
95,DIAMONDSPEPE,0.563
96,DIAVOLO,0.935
97,DIERCHANCHU,0.458
98,DJPEPE,0.12
99,DOGEVSPEPE,0.719
100,DOGGYPUTIN,0.0
101,DOGSALL,0.138
102,DOMPEPENON,0.537
103,DORAETROLL,0.306
104,DOSPEPES,0.645
105,DOUBLEPEPE,0.508
106,DRATHPEPE,0.615
107,DRDIRTYPEPE,0.873
108,DRILLPEPE,0.904
109,DROPPEPE,0.885
110,DRSTRNGEPEPE,0.838
111,DUMBLEPEPE,0.609
112,DUMMIES,0.919
113,EATEPEPE,0.786
114,EAZYP,0.603
115,EGGPLANTMKNY,0.855
116,EGGPLANTPEPE,0.789
117,EINSTEINPEPE,0.368
118,EMBRYOPEPE,0.867
119,EMPERORPEPE,0.582
120,ENGLISHPEPE,0.568
121,ERDOPEPEGAN,0.75
122,EXCLUPEPE,0.566
123,EYEOFTHEPEPE,0.0
124,FASHIONPEP,0.438
125,FATPEPE,0.798
126,FEATHERSPEPE,0.685
127,FIGHTPEPE,0.701
128,FIGHTSYSTEM,0.822
129,FILEONPEPE,0.423
130,FIREASSPEPE,0.207
131,FLAPPYPEPE,0.895
132,FLUFFYPEPES,0.463
133,FOLDERPEPE,0.476
134,FORKPEPE,0.708
135,FORTYTWOPEPE,0.552
136,FRACTALPEPE,0.238
137,FREEMYPEPE,0.382
138,FREETIBETPP,0.55
139,FRENCHPEPE,0.717
140,FRIENDSPEPE,0.874
141,FROGBUS,0.697
142,FRYPEPE,0.637
143,FSBPUTINPEPE,0.0
144,FUJINPEPE,0.718
145,FULLMETALPEP,0.657
146,FUNPEPE,0.792
147,GADGETPEPE,0.488
148,GADSDENPEPE,0.791
149,GAINSPEPE,0.684
150,GAIUSPEPEUS,0.647
151,GAMBITPEPE,0.625
152,GAMEOFPEPE,0.719
153,GENIEPEPE,0.588
154,GODEMPEPE,0.619
155,GOKUPEPE,0.935
156,GOSPELPEPE,0.583
157,GOTHICPEPE,0.755
158,GRANDPEPE,0.724
159,GRANDPEPES,0.727
160,GREEDYPEPES,0.745
161,GRIMPEPE,0.229
162,GRNDMSTRPEPE,0.747
163,GROYPAUCTION,0.677
164,GROYPERDB,0.647
165,GROYPERMONKY,0.871
166,GTAPEP,0.541
167,GUNSNPEPES,0.439
168,GURUPEPE,0.607
169,GUYBRUSH,0.702
170,HAIRPEPE,0.712
171,HANPEPE,0.571
172,HANSEIPEPE,0.686
173,HARAMPEPE,0.774
174,HARDPEPEFORK,0.735
175,HARRYPEPES,0.589
176,HEARTSPEPE,0.587
177,HEISENPEPE,0.727
178,HELOPEPE,0.597
179,HERNIAPEPE,0.144
180,HILLARYPEPE,0.672
181,HIPPIEPEPE,0.332
182,HISTORICPEPE,0.584
183,HOLYPEPE,0.865
184,HUCKAPEPE,0.435
185,HULAPEPE,0.861
186,HULKPEPE,0.378
187,HUMBLEPEPE,0.621
188,HYPNOPEPE,0.25
189,ILLIDANPEPE,0.625
190,ILOVEPEPE,0.802
191,ILUMINATRARE,0.422
192,IMWITHPEPE,0.577
193,INCREDIEPEPE,0.668
194,IRONMANPEPE,0.396
195,IRONPEPE,0.347
196,ISOPEPE,0.587
197,ITPEPE,0.664
198,JACKOPEPE,0.468
199,JACKPOTPEPE,0.629
200,JALAPEPE,0.314
201,JAPANESEPEPE,0.61
202,JIHANWU,0.509
203,JINQIANSHU,0.669
204,JMPEPEKEYNES,0.73
205,JOELOONEYBIN,0.562
206,JOKERPEPEKEK,0.814
207,JOLIELEGPEPE,0.474
208,JONGPEPE,0.0
209,JONSNOWPEPE,0.578
210,JORDANPEPE,0.602
211,JUDYPEPE,0.548
212,JUNSETHPEPE,0.548
213,KAMIKAZEPEPE,0.592
214,KANDINSKYPEP,0.408
215,KARTANDPEPE,0.656
216,KEISERPEPE,0.741
217,KEKALITY,0.361
218,KEKANC,0.798
219,KEKET,0.422
220,KEKFURY,0.786
221,KEKMONTECRLO,0.683
222,KEKOFWAR,0.931
223,KEKOGGS,0.647
224,KEKRESURRECT,0.9
225,KEKTOPUS,0.684
226,KEKVSMOLOCH,0.911
227,KFPEPE,0.55
228,KICKPEPE,0.799
229,KIGURUMIPEPE,0.737
230,KILLARYPEPE,0.389
231,KINGRINGPEPE,0.731
232,KNITTEDPEPE,0.501
233,KOIPEPE,0.685
234,KOJIPEPE,0.417
235,KRUEGERPEPE,0.732
236,KUNAIKEK,0.832
237,KUNGFUPEPE,0.636
238,KUNISADAPEPE,0.8
239,LEDZEPEPELIN,0.656
240,LEGENDOFPEPE,0.749
241,LEOPEPESCAM,0.861
242,LEPEWPEPE,0.763
243,LEVELUPPEPE,0.84
244,LIAMPEPE,0.294
245,LIGHTITON,0.269
246,LIKEPEPEBRO,0.288
247,LISKPPAPPEPE,0.425
248,LITTLEBOPEPE,0.79
249,LITTLEGREEN,0.913
250,LONELYPEPE,0.661
251,LORDGLEN,0.422
252,LORDSHIVA,0.408
253,LOVEPEPETATO,0.495
254,LOWRIDERPEPE,0.517
255,LUCHAPEPE,0.637
256,LUPEPEN,0.387
257,MADMAXPEPE,0.698
258,MAGICPEPEYE,0.788
259,MANDARAPEPE,0.699
260,MANDELPEPE,0.747
261,MAOISMPEPE,0.775
262,MAOPEPE,0.795
263,MAPEPENEMR,0.803
264,MARGINED,0.724
265,MARINEPEINE,0.782
266,MARSPEPE,0.818
267,MARVINPEPE,0.27
268,MASTEROFPEPE,0.678
269,MATADORPEPE,0.794
270,MCGREGOR,0.647
271,MCPEPE,0.632
272,MCPEPEDEBUFF,0.5
273,MEGAPEPEMAN,0.928
274,MELANCHOLIA,0.52
275,MEMPOOLPEPE,0.83
276,MERKLETREEPE,0.717
277,MFPEPE,0.498
278,MIKOPEPE,0.712
279,MILLIONAIRPP,0.723
280,MISSTURNPEPE,0.644
281,MOBBPEPE,0.895
282,MONALISAPEPE,0.158
283,MONBOURARNO,0.467
284,MONOPEPEOLY,0.787
285,MONTYPEPE,0.538
286,MOONPEPE,0.499
287,MOONPEPESUN,0.537
288,MORPHEUSPEPE,0.103
289,MRPOTATOPEPE,0.458
290,MTPEPEMORE,0.503
291,MURICAPEPE,0.646
292,MYPEPELITTLE,0.462
293,MYRIADMPEPE,0.776
294,MYSPEPE,0.859
295,NAMIDAPEPE,0.759
296,NAPALMPEPE,0.706
297,NBAPEPE,0.575
298,NEONPEPE,0.474
299,NEOPEPE,0.406
300,NEUROPEPE,0.401
301,NEWYEARPEPE,0.626
302,NICOSARKOS,0.791
303,NIGHTKINGPEP,0.786
304,NIGHTSATPEPE,0.781
305,NINJAPEPES,0.625
306,NOBORDERPEPE,0.651
307,NOBRAKESPEPE,0.884
308,NOFAPPEPE,0.819
309,NOFUCKSPUTIN,0.0
310,NURSEPEPE,0.889
311,OBEYPEPE,0.731
312,OMEGAPEPE,0.115
313,ONEEYEMONKEY,0.858
314,OPPPEPE,0.479
315,OPTIMUSPEPE,0.165
316,OROCHIPEPE,0.607
317,OUIJAPEPE,0.618
318,OWLPEPE,0.636
319,PACPEP,0.87
320,PAPILLON,0.326
321,PARTYPEPE,0.84
322,PAWNTHELAMBO,0.505
323,PECATRINA,0.788
324,PECTERIA,0.784
325,PEEKABOOPEPE,0.555
326,PEKMAN,0.407
327,PENIC,0.878
328,PENNYPEPE,0.528
329,PENPEN,0.437
330,PEPA,0.631
331,PEPAGEISHA,0.607
332,PEPALISA,0.085
333,PEPAPINUP,0.639
334,PEPCASSO,0.325
335,PEPEAA,0.924
336,PEPEACIDTRIP,0.71
337,PEPEADDICTS,0.711
338,PEPEAFRIKEK,0.81
339,PEPEAGYO,0.829
340,PEPEAIR,0.762
341,PEPEAKI,0.459
342,PEPEAKIBA,0.551
343,PEPEALIEN,0.548
344,PEPEAMAZING,0.872
345,PEPEAMCANI,0.842
346,PEPEANDFEELS,0.375
347,PEPEANDROID,0.595
348,PEPEART,0.741
349,PEPEARTISTE,0.805
350,PEPEASSANGE,0.454
351,PEPEASTRO,0.588
352,PEPEAUCTIOND,0.9
353,PEPEAVENGER,0.625
354,PEPEBALLOON,0.792
355,PEPEBANG,0.515
356,PEPEBASQUIAT,0.671
357,PEPEBASS,0.731
358,PEPEBEARD,0.89
359,PEPEBEEFTAXI,0.451
360,PEPEBILL,0.555
361,PEPEBIRTH,0.349
362,PEPEBOY,0.868
363,PEPEBRAIN,0.745
364,PEPEBRANDO,0.847
365,PEPEBREEDER,0.175
366,PEPEBRICK,0.252
367,PEPEBRICKJR,0.727
368,PEPEBROS,0.794
369,PEPEBURGUNDY,0.41
370,PEPEBUSHIDO,0.427
371,PEPEBUZZ,0.681
372,PEPECAFFE,0.67
373,PEPECAGE,0.708
374,PEPECAKEK,0.548
375,PEPECAMO,0.666
376,PEPECANCAN,0.651
377,PEPECARNIVAL,0.566
378,PEPECART,0.451
379,PEPECASTRO,0.474
380,PEPECCOLO,0.933
381,PEPECENT,0.499
382,PEPECHAININ,0.843
383,PEPECHAIRMAN,0.89
384,PEPECHE,0.704
385,PEPECITY,0.731
386,PEPECLOCK,0.372
387,PEPECLOKWORK,0.609
388,PEPECLUB,0.616
389,PEPECOASTER,0.88
390,PEPECOLLECT,0.828
391,PEPECONF,0.827
392,PEPECONTRACT,0.731
393,PEPECOUNTER,0.227
394,PEPECOURAGE,0.451
395,PEPECOWBELL,0.798
396,PEPECRYSTAL,0.626
397,PEPEDANCE,0.613
398,PEPEDARK,0.605
399,PEPEDARKSIDE,0.387
400,PEPEDATA,0.804
401,PEPEDAUGHTER,0.909
402,PEPEDDIT,0.57
403,PEPEDETCTVE,0.799
404,PEPEDIEPIE,0.728
405,PEPEDINHO,0.564
406,PEPEDOL,0.771
407,PEPEDON,0.828
408,PEPEDRACULA,0.788
409,PEPEDRAKE,0.876
410,PEPEDRINO,0.548
411,PEPEDROID,0.656
412,PEPEDUCREUX,0.829
413,PEPEDWARD,0.519
414,PEPEENEUMAN,0.776
415,PEPEEVO,0.397
416,PEPEFALLOUT,0.24
417,PEPEFARMER,0.731
418,PEPEFETT,0.588
419,PEPEFIFTYONE,0.739
420,PEPEFLATION,0.487
421,PEPEFLECTION,0.928
422,PEPEFRACTAL,0.603
423,PEPEFRENCH,0.768
424,PEPEFREQ,0.862
425,PEPEFROMHELL,0.817
426,PEPEFUYU,0.512
427,PEPEGANDHI,0.535
428,PEPEGATES,0.858
429,PEPEGIANT,0.266
430,PEPEGIGA,0.562
431,PEPEGLOBE,0.799
432,PEPEGOAT,0.352
433,PEPEGOLDBAR,0.916
434,PEPEGOLUM,0.547
435,PEPEGOTSWAG,0.724
436,PEPEGRAFFITI,0.43
437,PEPEGRAM,0.565
438,PEPEGRAVE,0.824
439,PEPEGREEN,0.523
440,PEPEGUITAR,0.919
441,PEPEGUN,0.522
442,PEPEHAND,0.479
443,PEPEHARING,0.692
444,PEPEHARU,0.415
445,PEPEHEFNER,0.571
446,PEPEHELP,0.853
447,PEPEHEMAN,0.683
448,PEPEHODLER,0.558
449,PEPEHOFFMAN,0.335
450,PEPEHOMER,0.87
451,PEPEHONDO,0.583
452,PEPEHOPE,0.566
453,PEPEHORROR,0.602
454,PEPEHOUSE,0.759
455,PEPEHUNDRED,0.909
456,PEPEHUNGRY,0.625
457,PEPEHUNTER,0.722
458,PEPEINSHADES,0.794
459,PEPEISLOVE,0.673
460,PEPEISPEACE,0.587
461,PEPEJ,0.904
462,PEPEJACKSON,0.545
463,PEPEJAPAN,0.308
464,PEPEJEANS,0.877
465,PEPEJERICHO,0.675
466,PEPEJIRAIYA,0.759
467,PEPEJIRO,0.327
468,PEPEJOSE,0.51
469,PEPEKACHU,0.126
470,PEPEKAPARKER,0.654
471,PEPEKARLMARX,0.751
472,PEPEKARMA,0.771
473,PEPEKART,0.637
474,PEPEKEEPER,0.733
475,PEPEKEN,0.405
476,PEPEKFC,0.648
477,PEPEKIDSART,0.432
478,PEPEKIM,0.887
479,PEPEKK,0.906
480,PEPEKONGBIGM,0.6
481,PEPEKUN,0.789
482,PEPELAMA,0.459
483,PEPELAND,0.861
484,PEPELEGOMAN,0.896
485,PEPELENNON,0.787
486,PEPELEO,0.858
487,PEPELEPEW,0.41
488,PEPELEVICH,0.804
489,PEPELIBRARY,0.419
490,PEPELIBRIUM,0.423
491,PEPELIKE,0.89
492,PEPELINK,0.193
493,PEPELLUM,0.707
494,PEPELOCATION,0.599
495,PEPELOOP,0.813
496,PEPELOU,0.313
497,PEPELOUX,0.856
498,PEPELSD,0.521
499,PEPELVSD,0.39
500,PEPELYNMASON,0.433
501,PEPEMANE,0.556
502,PEPEMAORI,0.673
503,PEPEMARAUDER,0.715
504,PEPEMARKET,0.393
505,PEPEMARLEY,0.689
506,PEPEMASK,0.757
507,PEPEMAXAF,0.494
508,PEPEME,0.904
509,PEPEMILEY,0.658
510,PEPEMINING,0.666
511,PEPEMINO,0.664
512,PEPEMINT,0.821
513,PEPEMNEMONIC,0.499
514,PEPEMONTOYA,0.688
515,PEPEMORPHS,0.768
516,PEPEMOVIE,0.54
517,PEPENAUT,0.547
518,PEPENEON,0.604
519,PEPENGAROO,0.473
520,PEPENICTESLA,0.612
521,PEPENIN,0.271
522,PEPENNATOR,0.462
523,PEPENOMIST,0.806
524,PEPENORMIES,0.491
525,PEPENORRIS,0.574
526,PEPENOSAURUS,0.841
527,PEPENSTEIN,0.895
528,PEPENUMA,0.485
529,PEPEOLDCASH,0.558
530,PEPEOLDCHAP,0.366
531,PEPEONE,0.652
532,PEPEOROCHI,0.733
533,PEPEOUTSIDE,0.828
534,PEPEPAMPERS,0.637
535,PEPEPARTY,0.679
536,PEPEPEACE,0.508
537,PEPEPEACOCK,0.566
538,PEPEPEANUTS,0.509
539,PEPEPEARL,0.303
540,PEPEPEEPS,0.86
541,PEPEPENPEN,0.484
542,PEPEPHARAON,0.874
543,PEPEPHONEHOM,0.401
544,PEPEPOET,0.659
545,PEPEPOOL,0.482
546,PEPEPOOR,0.579
547,PEPEPOPE,0.079
548,PEPEPOWERONE,0.171
549,PEPEPOWERTWO,0.146
550,PEPEPSI,0.623
551,PEPEPUFF,0.907
552,PEPEPUNCHOUT,0.814
553,PEPEPYRAMID,0.767
554,PEPEQQ,0.905
555,PEPERACCOON,0.531
556,PEPERANGER,0.566
557,PEPERARE,0.227
558,PEPERAZZIS,0.831
559,PEPERBOY,0.841
560,PEPERCULESS,0.908
561,PEPEREALM,0.91
562,PEPEREME,0.624
563,PEPERGRIFFIN,0.296
564,PEPERICH,0.283
565,PEPERIDER,0.675
566,PEPERMIND,0.406
567,PEPEROOTS,0.446
568,PEPEROSS,0.132
569,PEPEROYAL,0.528
570,PEPERREVENGE,0.777
571,PEPERRR,0.778
572,PEPERUS,0.755
573,PEPERUSSIAN,0.451
574,PEPESCAVHUNT,0.496
575,PEPESCHEME,0.572
576,PEPESCIENCE,0.88
577,PEPESHELDON,0.699
578,PEPESHIRT,0.658
579,PEPESHKRELI,0.79
580,PEPESITO,0.666
581,PEPESKELETON,0.684
582,PEPESMALLS,0.463
583,PEPESMURF,0.311
584,PEPESOUP,0.866
585,PEPESPACE,0.55
586,PEPESPINNER,0.517
587,PEPESPLANET,0.407
588,PEPESQRPANTS,0.638
589,PEPESSANGE,0.434
590,PEPESTARBOY,0.663
591,PEPESTYLE,0.553
592,PEPESUMMER,0.729
593,PEPESUMO,0.646
594,PEPESUPREME,0.475
595,PEPESURFING,0.565
596,PEPESURRECT,0.834
597,PEPESUS,0.75
598,PEPETACO,0.708
599,PEPETANGCLAN,0.745
600,PEPETAR,0.592
601,PEPETARD,0.81
602,PEPETARO,0.469
603,PEPETERROR,0.753
604,PEPETEX,0.841
605,PEPETHEFIRST,0.682
606,PEPETHEFROG,0.718
607,PEPETHESOG,0.529
608,PEPETHETROLL,0.892
609,PEPETHOR,0.897
610,PEPETHREESIX,0.855
611,PEPETHUGLIFE,0.492
612,PEPETIME,0.363
613,PEPETIN,0.888
614,PEPETOBI,0.369
615,PEPETODAMOON,0.384
616,PEPETONE,0.936
617,PEPETOULLE,0.91
618,PEPETOWN,0.834
619,PEPETRADER,0.388
620,PEPETRASH,0.87
621,PEPETRATION,0.803
622,PEPETRAZ,0.899
623,PEPETRODOL,0.905
624,PEPETUITY,0.545
625,PEPETUNADE,0.666
626,PEPEUBU,0.375
627,PEPEUNGYO,0.826
628,PEPEVANEYCK,0.563
629,PEPEVANHALEN,0.724
630,PEPEVIAGRA,0.117
631,PEPEVIDEODRO,0.621
632,PEPEVIRAL,0.474
633,PEPEVOLUTION,0.368
634,PEPEVOORHEES,0.564
635,PEPEVYPER,0.601
636,PEPEWAT,0.718
637,PEPEWAVE,0.752
638,PEPEWAY,0.571
639,PEPEWEST,0.094
640,PEPEWOKE,0.692
641,PEPEWOMAN,0.469
642,PEPEWORLDCUP,0.587
643,PEPEXMAS,0.666
644,PEPEYIP,0.845
645,PEPEYOTES,0.613
646,PEPEZAALBINO,0.293
647,PEPEZEUS,0.537
648,PEPEZIO,0.913
649,PEPEZOMBIE,0.628
650,PEPOCALYPSE,0.907
651,PEPONG,0.504
652,PEPTARO,0.639
653,PEPUNCONFIRM,0.863
654,PEROCHI,0.49
655,PHEONIXPEPE,0.399
656,PICASSOPEPE,0.801
657,PIRATPEPE,0.63
658,PLAYBOYPEPE,0.743
659,PLEGO,0.887
660,PLINKOPEPE,0.844
661,PMOPEPE,0.692
662,POWERTOPEPE,0.69
663,PPKING,0.649
664,PREPEDATOR,0.586
665,PRINCESSPEPE,0.607
666,PRIVATEPEPE,0.652
667,PROBLEMSOLVE,0.891
668,PROOFOFPEPE,0.517
669,PSYCHEPEPE,0.588
670,PUFFPEPE,0.644
671,PUMPINGPEPE,0.574
672,PUNCHPEPE,0.832
673,PUREGOLDPEPE,0.65
674,PUREPEPE,0.38
675,PUTINPEPE,0.0
676,PWAPWAPWAPWA,0.722
677,PYJAMASPEPE,0.813
678,PYTHONPEPE,0.823
679,QUEGUAYPEPE,0.835
680,QUEPASAPEPE,0.861
681,RAGZTOPEPE,0.468
682,RAIJINPEPE,0.737
683,RAIRPEPE,0.611
684,RANGOPEPE,0.615
685,RAOULDUKEPEP,0.55
686,RAREAPPLE,0.632
687,RARECHAVEZ,0.749
688,RARECHERRY,0.43
689,RARECOINMEME,0.062
690,RAREDIETIES,0.882
691,RAREIVANKA,0.642
692,RAREKEKUIT,0.696
693,RARELEAGUE,0.755
694,RARELORDKEK,0.859
695,RAREMRROBOT,0.816
696,RAREPEGO,0.787
697,RAREPEPE,0.299
698,RAREPEPEDAO,0.916
699,RAREPEPEFONZ,0.946
700,RAREPEPESHOW,0.771
701,RAREPEPESS,0.471
702,RAREQUEEM,0.611
703,RARESLIMPEPE,0.786
704,RARETEMPLATE,0.742
705,RAREWOLFPEPE,0.833
706,RAREZOMBIE,0.563
707,RELATEPEPE,0.39
708,RELAXPEPE,0.301
709,REPOPEPE,0.593
710,RERERPERP,0.291
711,RESERVPEPES,0.821
712,RETROPEPE,0.864
713,REVOLUCIONAR,0.655
714,REYPEPE,0.6
715,RGBPEPE,0.75
716,RICHPEPEPOOR,0.734
717,RICKYPEPE,0.804
718,ROCKETPEPE,0.386
719,ROCKINGPEPE,0.847
720,ROLLINGPEPE,0.372
721,RPBANHAMMER,0.7
722,RPCAGENT,0.84
723,RPDF,0.947
724,RPEPEARMANDO,0.697
725,RPEPEGOJAIL,0.931
726,RPEPERAMI,0.795
727,RPSILLYWALK,0.93
728,RUBBERPEPE,0.389
729,RUBEUSPEPE,0.634
730,RUBIXPEPE,0.794
731,RUNDMP,0.579
732,SADMILKPEPE,0.583
733,SALTANDPEPE,0.626
734,SALTYTADPEPE,0.777
735,SAMURAIPEPE,0.64
736,SANDORPEPE,0.667
737,SANDWICHPEPE,0.204
738,SANPOPEPE,0.574
739,SCORPEPE,0.786
740,SEAMANPEPE,0.692
741,SEAPEPE,0.682
742,SECURITYPEPE,0.298
743,SEDUSAPEP,0.648
744,SENJUPEPE,0.698
745,SENPAIPEPE,0.923
746,SEVENBITPEPE,0.4
747,SEXAYEPEPE,0.93
748,SGTPEPE,0.831
749,SHADILOUNGE,0.898
750,SHAKAPEPE,0.801
751,SHIALEBPEPE,0.324
752,SHININGPEPE,0.452
753,SITHLORDPEPE,0.489
754,SKIINGPEPE,0.616
755,SLIMERPEPE,0.84
756,SMELLPEPE,0.704
757,SMITHPEPE,0.877
758,SMUGCHIPS,0.864
759,SMUGGLASSES,0.193
760,SMUGPEPE,0.514
761,SNOTPEPE,0.794
762,SODAPEPENSKI,0.672
763,SOJOURNPEPE,0.63
764,SONICPEPE,0.507
765,SOUNDOFPEPE,0.918
766,SPACEMOUTH,0.602
767,SPACEXPEPE,0.738
768,SPADESPEPE,0.591
769,SPEEDPEPE,0.355
770,SPIDERMNPEPE,0.387
771,SPIRITPEPE,0.546
772,SQUATCHPEPE,0.853
773,STACYPEPE,0.402
774,STAMPOFKEK,0.882
775,STANPEPEE,0.726
776,STARLORDKEK,0.781
777,STEALPEPE,0.716
778,STILLPEPE,0.42
779,STRIPERPEPE,0.805
780,SUCHSHARE,0.799
781,SUPAPEPE,0.873
782,SUPERMANPEPE,0.382
783,SURFINGPEPE,0.797
784,SWAROPEPE,0.724
785,TADPOLEPEPE,0.861
786,TAJPEPE,0.41
787,TAKOPEPE,0.56
788,TECHNOPEPE,0.317
789,TEMPURAPEPE,0.488
790,TENPINPUTIN,0.0
791,THEANCAPEPE,0.562
792,THEARCHIPEPE,0.433
793,THELASTPEPE,0.844
794,THENEWYORKEK,0.723
795,THEPEPENATOR,0.332
796,THEPEPEWHALE,0.491
797,THEPEPEZONE,0.683
798,THINKINGPEPE,0.844
799,THINPEPE,0.848
800,THISPEPE,0.913
801,THOTHPEPE,0.64
802,THREERARE,0.765
803,TIMEPEPE,0.238
804,TIMETRAVELPP,0.0
805,TLCPEPE,0.843
806,TOBIASPEPE,0.705
807,TOMATOPEPE,0.844
808,TRANSPOSE,0.689
809,TREEOFPEPE,0.867
810,TRINITYPEPE,0.561
811,TRIPPYPEPE,0.757
812,TROUTPEPE,0.428
813,TRUMPEPE,0.386
814,TRUMPRARE,0.505
815,TSUPEPE,0.229
816,TUBBIES,0.651
817,TUPACPEP,0.441
818,TUXPEPE,0.673
819,TWOPLYPEPE,0.798
820,TWOWEEKSPEPE,0.662
821,UFOPEPE,0.719
822,UGANDANPEPE,0.55
823,UKIPEPE,0.349
824,ULTRAPEPE,0.554
825,UNCLEPEPE,0.747
826,UNCLEPEPESAM,0.667
827,UNDEADPEPE,0.844
828,UNLUCKYPEPE,0.915
829,VANGOUGHPEPE,0.802
830,VAPORMAGIC,0.818
831,VEGGIEPEPE,0.749
832,VERIFIEDPEPE,0.673
833,VICEPEPE,0.666
834,VIKINGSPEPE,0.635
835,VINTAGEPEP,0.357
836,VIRUSPEPE,0.684
837,VOLDEPEPE,0.635
838,VONPEPEHAYEK,0.479
839,WALLPEPE,0.55
840,WANKSYPEPE,0.82
841,WANTEDPEPE,0.565
842,WEAREALLPEPE,0.295
843,WESTERNPEPE,0.774
844,WHEELOFPEPE,0.809
845,WHOAPEPE,0.439
846,WIREDPEPE,0.473
847,WISEPEPE,0.899
848,WOLONGPEPE,0.596
849,WORLDOFPEPE,0.577
850,WORLDPEPEHD,0.648
851,WWFPEPE,0.669
852,XCHAINPEPE,0.825
853,XENOPEPE,0.451
854,XIPEPE,0.903
855,XMASANTAPEPE,0.168
856,XOBLORTPEPE,0.626
857,XPEPE,0.276
858,YAMATOPEPE,0.819
859,YODAPEP,0.639
860,YODAPEPE,0.598
861,ZENAFPEPE,0.492
862,ZEROWINGPEPE,0.112
863,ZETAPEPE,0.435
864,ZIKAPEPE,0.585
865,ZOOKOPEPE,0.907
866,ZZZZPEPE,0.505
